YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"AREA HARVESTED in ACRES","AREA PLANTED in ACRES","PRODUCTION in BU","YIELD in BU / ACRE"
2006,"MINNESOTA, NORTHWEST, KITTSON",27,10,069,YEAR,SOYBEANS,"103,400","106,000","3,619,000",35
2006,"MINNESOTA, NORTHWEST, MAHNOMEN",27,10,087,YEAR,SOYBEANS,"54,000","55,000","1,944,000",36
2006,"MINNESOTA, NORTHWEST, MARSHALL",27,10,089,YEAR,SOYBEANS,"210,400","212,700","5,470,400",26
2006,"MINNESOTA, NORTHWEST, NORMAN",27,10,107,YEAR,SOYBEANS,"176,900","180,000","6,014,600",34
2006,"MINNESOTA, NORTHWEST, PENNINGTON",27,10,113,YEAR,SOYBEANS,"88,900","89,900","2,222,500",25
2006,"MINNESOTA, NORTHWEST, POLK",27,10,119,YEAR,SOYBEANS,"258,500","261,300","7,496,500",29
2006,"MINNESOTA, NORTHWEST, RED LAKE",27,10,125,YEAR,SOYBEANS,"64,400","65,400","1,803,200",28
2006,"MINNESOTA, NORTHWEST, ROSEAU",27,10,135,YEAR,SOYBEANS,"74,900","76,600","2,022,300",27
2006,"MINNESOTA, SOUTH CENTRAL, BLUE EARTH",27,80,013,YEAR,SOYBEANS,"161,900","163,900","8,904,500",55
2006,"MINNESOTA, SOUTH CENTRAL, BROWN",27,80,015,YEAR,SOYBEANS,"123,600","125,100","6,427,200",52
2006,"MINNESOTA, SOUTH CENTRAL, FARIBAULT",27,80,043,YEAR,SOYBEANS,"168,200","170,200","8,914,600",53
2006,"MINNESOTA, SOUTH CENTRAL, FREEBORN",27,80,047,YEAR,SOYBEANS,"151,300","153,100","7,867,600",52
2006,"MINNESOTA, SOUTH CENTRAL, LE SUEUR",27,80,079,YEAR,SOYBEANS,"82,900","83,900","4,310,800",52
2006,"MINNESOTA, SOUTH CENTRAL, MARTIN",27,80,091,YEAR,SOYBEANS,"180,000","182,200","9,360,000",52
2006,"MINNESOTA, SOUTH CENTRAL, NICOLLET",27,80,103,YEAR,SOYBEANS,"88,800","89,900","4,795,200",54
2006,"MINNESOTA, SOUTH CENTRAL, RICE",27,80,131,YEAR,SOYBEANS,"66,300","67,100","3,447,600",52
2006,"MINNESOTA, SOUTH CENTRAL, STEELE",27,80,147,YEAR,SOYBEANS,"86,300","87,300","4,487,600",52
2006,"MINNESOTA, SOUTH CENTRAL, WASECA",27,80,161,YEAR,SOYBEANS,"97,100","98,300","5,340,500",55
2006,"MINNESOTA, SOUTH CENTRAL, WATONWAN",27,80,165,YEAR,SOYBEANS,"107,600","110,000","5,595,200",52
2006,"MINNESOTA, SOUTHEAST, DAKOTA",27,90,037,YEAR,SOYBEANS,"61,800","62,600","3,028,200",49
2006,"MINNESOTA, SOUTHEAST, DODGE",27,90,039,YEAR,SOYBEANS,"92,800","93,900","4,918,400",53
2006,"MINNESOTA, SOUTHEAST, FILLMORE",27,90,045,YEAR,SOYBEANS,"98,000","99,300","5,096,000",52
2006,"MINNESOTA, SOUTHEAST, GOODHUE",27,90,049,YEAR,SOYBEANS,"95,000","96,200","4,750,000",50
2006,"MINNESOTA, SOUTHEAST, HOUSTON",27,90,055,YEAR,SOYBEANS,"30,100","30,500","1,565,200",52
2006,"MINNESOTA, SOUTHEAST, MOWER",27,90,099,YEAR,SOYBEANS,"166,700","168,800","8,668,400",52
2006,"MINNESOTA, SOUTHEAST, OLMSTED",27,90,109,YEAR,SOYBEANS,"82,300","83,500","4,279,600",52
2006,"MINNESOTA, SOUTHEAST, WABASHA",27,90,157,YEAR,SOYBEANS,"42,300","42,800","2,241,900",53
2006,"MINNESOTA, SOUTHEAST, WINONA",27,90,169,YEAR,SOYBEANS,"30,000","30,400","1,590,000",53
2006,"MINNESOTA, SOUTHWEST, COTTONWOOD",27,70,033,YEAR,SOYBEANS,"154,800","156,700","7,585,200",49
2006,"MINNESOTA, SOUTHWEST, JACKSON",27,70,063,YEAR,SOYBEANS,"165,400","167,400","8,104,600",49
2006,"MINNESOTA, SOUTHWEST, LINCOLN",27,70,081,YEAR,SOYBEANS,"93,200","94,300","4,287,200",46
2006,"MINNESOTA, SOUTHWEST, LYON",27,70,083,YEAR,SOYBEANS,"157,900","159,900","7,895,000",50
2006,"MINNESOTA, SOUTHWEST, MURRAY",27,70,101,YEAR,SOYBEANS,"163,000","165,000","7,987,000",49
2006,"MINNESOTA, SOUTHWEST, NOBLES",27,70,105,YEAR,SOYBEANS,"177,700","179,900","9,240,400",52
2006,"MINNESOTA, SOUTHWEST, PIPESTONE",27,70,117,YEAR,SOYBEANS,"88,200","89,300","4,321,800",49
2006,"MINNESOTA, SOUTHWEST, REDWOOD",27,70,127,YEAR,SOYBEANS,"211,200","214,000","10,982,400",52
2006,"MINNESOTA, SOUTHWEST, ROCK",27,70,133,YEAR,SOYBEANS,"112,600","114,000","6,080,400",54
2006,"MINNESOTA, WEST CENTRAL, BIG STONE",27,40,011,YEAR,SOYBEANS,"109,000","110,400","4,360,000",40
2006,"MINNESOTA, WEST CENTRAL, CHIPPEWA",27,40,023,YEAR,SOYBEANS,"110,300","111,600","5,184,100",47
2006,"MINNESOTA, WEST CENTRAL, DOUGLAS",27,40,041,YEAR,SOYBEANS,"71,900","73,200","2,300,800",32
2006,"MINNESOTA, WEST CENTRAL, GRANT",27,40,051,YEAR,SOYBEANS,"109,400","110,700","4,047,800",37
2006,"MINNESOTA, WEST CENTRAL, LAC QUI PARLE",27,40,073,YEAR,SOYBEANS,"163,000","165,000","7,824,000",48
2006,"MINNESOTA, WEST CENTRAL, OTTER TAIL",27,40,111,YEAR,SOYBEANS,"130,200","133,000","4,296,600",33
2006,"MINNESOTA, WEST CENTRAL, POPE",27,40,121,YEAR,SOYBEANS,"81,800","83,200","2,699,400",33
2006,"MINNESOTA, WEST CENTRAL, STEVENS",27,40,149,YEAR,SOYBEANS,"124,900","126,600","4,871,100",39
2006,"MINNESOTA, WEST CENTRAL, SWIFT",27,40,151,YEAR,SOYBEANS,"136,000","137,700","5,712,000",42
2006,"MINNESOTA, WEST CENTRAL, TRAVERSE",27,40,155,YEAR,SOYBEANS,"144,600","146,400","5,928,600",41
2006,"MINNESOTA, WEST CENTRAL, WILKIN",27,40,167,YEAR,SOYBEANS,"146,200","148,000","5,409,400",37
2006,"MINNESOTA, WEST CENTRAL, YELLOW MEDICINE",27,40,173,YEAR,SOYBEANS,"169,700","171,700","7,806,200",46
2007,"MINNESOTA, CENTRAL, BENTON",27,50,009,YEAR,SOYBEANS,"25,000","27,500","475,000",19
2007,"MINNESOTA, CENTRAL, CARVER",27,50,019,YEAR,SOYBEANS,"36,400","36,700","1,747,200",48
2007,"MINNESOTA, CENTRAL, KANDIYOHI",27,50,067,YEAR,SOYBEANS,"97,500","99,000","4,095,000",42
2007,"MINNESOTA, CENTRAL, MCLEOD",27,50,085,YEAR,SOYBEANS,"70,300","70,700","3,163,500",45
2007,"MINNESOTA, CENTRAL, MEEKER",27,50,093,YEAR,SOYBEANS,"91,500","91,900","3,385,500",37
2007,"MINNESOTA, CENTRAL, MORRISON",27,50,097,YEAR,SOYBEANS,"18,300","21,500","311,100",17
2007,"MINNESOTA, CENTRAL, RENVILLE",27,50,129,YEAR,SOYBEANS,"167,500","173,000","7,537,500",45
2007,"MINNESOTA, CENTRAL, SCOTT",27,50,139,YEAR,SOYBEANS,"29,700","30,000","1,128,600",38
2007,"MINNESOTA, CENTRAL, SHERBURNE",27,50,141,YEAR,SOYBEANS,"13,000","14,100","455,000",35
2007,"MINNESOTA, CENTRAL, SIBLEY",27,50,143,YEAR,SOYBEANS,"94,200","94,600","4,615,800",49
2007,"MINNESOTA, CENTRAL, STEARNS",27,50,145,YEAR,SOYBEANS,"76,500","76,900","2,371,500",31
2007,"MINNESOTA, CENTRAL, TODD",27,50,153,YEAR,SOYBEANS,"32,000","32,600","832,000",26
2007,"MINNESOTA, CENTRAL, WADENA",27,50,159,YEAR,SOYBEANS,"6,400","6,700","192,000",30
2007,"MINNESOTA, CENTRAL, WRIGHT",27,50,171,YEAR,SOYBEANS,"66,700","67,300","2,467,900",37
2007,"MINNESOTA, EAST CENTRAL, ANOKA",27,60,003,YEAR,SOYBEANS,"1,800","2,100","48,600",27
2007,"MINNESOTA, EAST CENTRAL, CHISAGO",27,60,025,YEAR,SOYBEANS,"21,400","21,600","577,800",27
2007,"MINNESOTA, EAST CENTRAL, HENNEPIN",27,60,053,YEAR,SOYBEANS,"15,000","15,100","525,000",35
2007,"MINNESOTA, EAST CENTRAL, ISANTI",27,60,059,YEAR,SOYBEANS,"25,700","26,000","539,700",21
2007,"MINNESOTA, EAST CENTRAL, KANABEC",27,60,065,YEAR,SOYBEANS,"9,300","9,400","204,600",22
2007,"MINNESOTA, EAST CENTRAL, MILLE LACS",27,60,095,YEAR,SOYBEANS,"13,400","14,200","268,000",20
2007,"MINNESOTA, EAST CENTRAL, OTHER (COMBINED) COUNTIES",27,60,"   ",YEAR,SOYBEANS,"4,400","5,900","99,900",22.7
2007,"MINNESOTA, EAST CENTRAL, PINE",27,60,115,YEAR,SOYBEANS,"10,400","11,100","332,800",32
2007,"MINNESOTA, EAST CENTRAL, WASHINGTON",27,60,163,YEAR,SOYBEANS,"11,100","11,100","344,100",31
2007,"MINNESOTA, NORTHWEST, BECKER",27,10,005,YEAR,SOYBEANS,"73,300","74,000","2,565,500",35
2007,"MINNESOTA, NORTHWEST, CLAY",27,10,027,YEAR,SOYBEANS,"150,500","151,500","5,267,500",35
2007,"MINNESOTA, NORTHWEST, CLEARWATER",27,10,029,YEAR,SOYBEANS,"7,100","7,500","234,300",33
2007,"MINNESOTA, NORTHWEST, KITTSON",27,10,069,YEAR,SOYBEANS,"82,600","83,300","3,138,800",38
2007,"MINNESOTA, NORTHWEST, MAHNOMEN",27,10,087,YEAR,SOYBEANS,"50,800","51,100","1,778,000",35
2007,"MINNESOTA, NORTHWEST, MARSHALL",27,10,089,YEAR,SOYBEANS,"159,200","160,500","5,890,400",37
2007,"MINNESOTA, NORTHWEST, NORMAN",27,10,107,YEAR,SOYBEANS,"151,000","152,000","5,436,000",36
2007,"MINNESOTA, NORTHWEST, PENNINGTON",27,10,113,YEAR,SOYBEANS,"77,900","78,400","2,492,800",32
2007,"MINNESOTA, NORTHWEST, POLK",27,10,119,YEAR,SOYBEANS,"210,000","211,500","7,980,000",38
2007,"MINNESOTA, NORTHWEST, RED LAKE",27,10,125,YEAR,SOYBEANS,"59,100","59,400","2,009,400",34
2007,"MINNESOTA, NORTHWEST, ROSEAU",27,10,135,YEAR,SOYBEANS,"75,500","76,800","2,340,500",31
2007,"MINNESOTA, SOUTH CENTRAL, BLUE EARTH",27,80,013,YEAR,SOYBEANS,"143,400","144,500","7,026,600",49
2007,"MINNESOTA, SOUTH CENTRAL, BROWN",27,80,015,YEAR,SOYBEANS,"111,600","112,500","5,356,800",48
2007,"MINNESOTA, SOUTH CENTRAL, FARIBAULT",27,80,043,YEAR,SOYBEANS,"150,800","152,000","7,992,400",53
2007,"MINNESOTA, SOUTH CENTRAL, FREEBORN",27,80,047,YEAR,SOYBEANS,"132,700","133,500","6,900,400",52
2007,"MINNESOTA, SOUTH CENTRAL, LE SUEUR",27,80,079,YEAR,SOYBEANS,"74,700","75,400","3,585,600",48
2007,"MINNESOTA, SOUTH CENTRAL, MARTIN",27,80,091,YEAR,SOYBEANS,"158,300","159,500","7,756,700",49
2007,"MINNESOTA, SOUTH CENTRAL, NICOLLET",27,80,103,YEAR,SOYBEANS,"74,400","74,900","3,496,800",47
2007,"MINNESOTA, SOUTH CENTRAL, RICE",27,80,131,YEAR,SOYBEANS,"54,700","54,900","2,461,500",45
2007,"MINNESOTA, SOUTH CENTRAL, STEELE",27,80,147,YEAR,SOYBEANS,"73,400","73,700","3,816,800",52
2007,"MINNESOTA, SOUTH CENTRAL, WASECA",27,80,161,YEAR,SOYBEANS,"83,500","83,900","4,342,000",52
2007,"MINNESOTA, SOUTH CENTRAL, WATONWAN",27,80,165,YEAR,SOYBEANS,"95,500","96,200","4,584,000",48
2007,"MINNESOTA, SOUTHEAST, DAKOTA",27,90,037,YEAR,SOYBEANS,"52,200","52,500","1,983,600",38
2007,"MINNESOTA, SOUTHEAST, DODGE",27,90,039,YEAR,SOYBEANS,"81,700","82,200","4,166,700",51
2007,"MINNESOTA, SOUTHEAST, FILLMORE",27,90,045,YEAR,SOYBEANS,"77,300","77,700","3,865,000",50
2007,"MINNESOTA, SOUTHEAST, GOODHUE",27,90,049,YEAR,SOYBEANS,"80,000","80,600","3,920,000",49
2007,"MINNESOTA, SOUTHEAST, HOUSTON",27,90,055,YEAR,SOYBEANS,"25,500","25,900","1,173,000",46
2007,"MINNESOTA, SOUTHEAST, MOWER",27,90,099,YEAR,SOYBEANS,"146,500","147,000","7,471,500",51
2007,"MINNESOTA, SOUTHEAST, OLMSTED",27,90,109,YEAR,SOYBEANS,"63,900","64,300","3,195,000",50
2007,"MINNESOTA, SOUTHEAST, WABASHA",27,90,157,YEAR,SOYBEANS,"33,000","33,100","1,650,000",50
2007,"MINNESOTA, SOUTHEAST, WINONA",27,90,169,YEAR,SOYBEANS,"25,400","25,700","1,320,800",52
2007,"MINNESOTA, SOUTHWEST, COTTONWOOD",27,70,033,YEAR,SOYBEANS,"141,000","141,500","6,768,000",48
2007,"MINNESOTA, SOUTHWEST, JACKSON",27,70,063,YEAR,SOYBEANS,"154,500","155,000","7,570,500",49
2007,"MINNESOTA, SOUTHWEST, LINCOLN",27,70,081,YEAR,SOYBEANS,"74,700","76,300","3,436,200",46
2007,"MINNESOTA, SOUTHWEST, LYON",27,70,083,YEAR,SOYBEANS,"142,200","143,000","6,683,400",47
2007,"MINNESOTA, SOUTHWEST, MURRAY",27,70,101,YEAR,SOYBEANS,"153,500","154,500","7,061,000",46
2007,"MINNESOTA, SOUTHWEST, NOBLES",27,70,105,YEAR,SOYBEANS,"160,600","161,000","7,708,800",48
2007,"MINNESOTA, SOUTHWEST, PIPESTONE",27,70,117,YEAR,SOYBEANS,"83,000","83,200","3,652,000",44
2007,"MINNESOTA, SOUTHWEST, REDWOOD",27,70,127,YEAR,SOYBEANS,"195,600","197,000","9,193,200",47
2007,"MINNESOTA, SOUTHWEST, ROCK",27,70,133,YEAR,SOYBEANS,"102,900","103,500","5,247,900",51
2007,"MINNESOTA, WEST CENTRAL, BIG STONE",27,40,011,YEAR,SOYBEANS,"97,400","98,100","3,798,600",39
2007,"MINNESOTA, WEST CENTRAL, CHIPPEWA",27,40,023,YEAR,SOYBEANS,"88,000","88,700","3,872,000",44
2007,"MINNESOTA, WEST CENTRAL, DOUGLAS",27,40,041,YEAR,SOYBEANS,"58,600","59,100","1,816,600",31
2007,"MINNESOTA, WEST CENTRAL, GRANT",27,40,051,YEAR,SOYBEANS,"85,400","86,000","3,245,200",38
2007,"MINNESOTA, WEST CENTRAL, LAC QUI PARLE",27,40,073,YEAR,SOYBEANS,"145,700","147,000","5,682,300",39
2007,"MINNESOTA, WEST CENTRAL, OTTER TAIL",27,40,111,YEAR,SOYBEANS,"111,200","113,000","3,336,000",30
2007,"MINNESOTA, WEST CENTRAL, POPE",27,40,121,YEAR,SOYBEANS,"71,100","71,600","2,346,300",33
2007,"MINNESOTA, WEST CENTRAL, STEVENS",27,40,149,YEAR,SOYBEANS,"103,400","104,000","4,239,400",41
2007,"MINNESOTA, WEST CENTRAL, SWIFT",27,40,151,YEAR,SOYBEANS,"116,700","117,500","4,551,300",39
2007,"MINNESOTA, WEST CENTRAL, TRAVERSE",27,40,155,YEAR,SOYBEANS,"125,600","126,500","4,647,200",37
2007,"MINNESOTA, WEST CENTRAL, WILKIN",27,40,167,YEAR,SOYBEANS,"133,800","134,500","4,147,800",31
2007,"MINNESOTA, WEST CENTRAL, YELLOW MEDICINE",27,40,173,YEAR,SOYBEANS,"149,100","150,000","6,709,500",45
2008,"MINNESOTA, CENTRAL, BENTON",27,50,009,YEAR,SOYBEANS,"31,300","31,500","1,071,500",34
2008,"MINNESOTA, CENTRAL, CARVER",27,50,019,YEAR,SOYBEANS,"40,800","41,000","1,731,900",42.5
2008,"MINNESOTA, CENTRAL, KANDIYOHI",27,50,067,YEAR,SOYBEANS,"103,800","105,000","4,206,900",40.5
2008,"MINNESOTA, CENTRAL, MCLEOD",27,50,085,YEAR,SOYBEANS,"83,000","83,500","3,616,100",43.5
2008,"MINNESOTA, CENTRAL, MEEKER",27,50,093,YEAR,SOYBEANS,"93,900","98,500","3,848,600",41
2008,"MINNESOTA, CENTRAL, MORRISON",27,50,097,YEAR,SOYBEANS,"21,600","22,000","613,600",28.5
2008,"MINNESOTA, CENTRAL, RENVILLE",27,50,129,YEAR,SOYBEANS,"208,000","209,500","9,150,800",44
2008,"MINNESOTA, CENTRAL, SCOTT",27,50,139,YEAR,SOYBEANS,"30,900","31,500","1,297,200",42
2008,"MINNESOTA, CENTRAL, SHERBURNE",27,50,141,YEAR,SOYBEANS,"14,900","15,000","516,000",34.5
2008,"MINNESOTA, CENTRAL, SIBLEY",27,50,143,YEAR,SOYBEANS,"106,300","107,000","4,826,200",45.5
2008,"MINNESOTA, CENTRAL, STEARNS",27,50,145,YEAR,SOYBEANS,"86,700","87,500","3,125,200",36
2008,"MINNESOTA, CENTRAL, TODD",27,50,153,YEAR,SOYBEANS,"34,200","34,500","976,100",28.5
2008,"MINNESOTA, CENTRAL, WADENA",27,50,159,YEAR,SOYBEANS,"7,400","7,500","225,100",30.5
2008,"MINNESOTA, CENTRAL, WRIGHT",27,50,171,YEAR,SOYBEANS,"75,200","76,000","2,591,800",34.5
2008,"MINNESOTA, EAST CENTRAL, CHISAGO",27,60,025,YEAR,SOYBEANS,"26,000","26,400","719,900",27.5
2008,"MINNESOTA, EAST CENTRAL, HENNEPIN",27,60,053,YEAR,SOYBEANS,"15,400","15,500","555,000",36
2008,"MINNESOTA, EAST CENTRAL, ISANTI",27,60,059,YEAR,SOYBEANS,"28,000","28,500","697,500",25
2008,"MINNESOTA, EAST CENTRAL, MILLE LACS",27,60,095,YEAR,SOYBEANS,"15,900","16,100","405,700",25.5
2008,"MINNESOTA, EAST CENTRAL, OTHER (COMBINED) COUNTIES",27,60,"   ",YEAR,SOYBEANS,"18,000","18,300","428,700",24
2008,"MINNESOTA, EAST CENTRAL, PINE",27,60,115,YEAR,SOYBEANS,"11,300","11,500","293,600",26
2008,"MINNESOTA, EAST CENTRAL, WASHINGTON",27,60,163,YEAR,SOYBEANS,"13,400","13,700","427,600",32
2008,"MINNESOTA, NORTHWEST, BECKER",27,10,005,YEAR,SOYBEANS,"82,900","84,000","2,244,000",27
2008,"MINNESOTA, NORTHWEST, CLAY",27,10,027,YEAR,SOYBEANS,"158,900","160,500","5,668,700",35.5
2008,"MINNESOTA, NORTHWEST, KITTSON",27,10,069,YEAR,SOYBEANS,"91,200","92,500","2,985,900",32.5
2008,"MINNESOTA, NORTHWEST, MAHNOMEN",27,10,087,YEAR,SOYBEANS,"60,000","61,000","1,848,300",31
2008,"MINNESOTA, NORTHWEST, MARSHALL",27,10,089,YEAR,SOYBEANS,"172,000","174,000","4,672,200",27
2008,"MINNESOTA, NORTHWEST, NORMAN",27,10,107,YEAR,SOYBEANS,"165,500","169,000","4,780,100",29
2008,"MINNESOTA, NORTHWEST, OTHER (COMBINED) COUNTIES",27,10,"   ",YEAR,SOYBEANS,"70,500","71,500","1,977,400",28
2008,"MINNESOTA, NORTHWEST, PENNINGTON",27,10,113,YEAR,SOYBEANS,"84,800","87,000","2,412,500",28.5
2008,"MINNESOTA, NORTHWEST, POLK",27,10,119,YEAR,SOYBEANS,"226,500","229,000","6,501,400",28.5
2008,"MINNESOTA, NORTHWEST, ROSEAU",27,10,135,YEAR,SOYBEANS,"80,700","83,500","2,182,500",27
2008,"MINNESOTA, SOUTH CENTRAL, BLUE EARTH",27,80,013,YEAR,SOYBEANS,"162,400","164,000","7,045,700",43.5
2008,"MINNESOTA, SOUTH CENTRAL, BROWN",27,80,015,YEAR,SOYBEANS,"120,600","122,000","5,385,800",44.5
2008,"MINNESOTA, SOUTH CENTRAL, FARIBAULT",27,80,043,YEAR,SOYBEANS,"166,300","168,000","7,669,100",46
2008,"MINNESOTA, SOUTH CENTRAL, FREEBORN",27,80,047,YEAR,SOYBEANS,"143,200","145,000","6,236,100",43.5
2008,"MINNESOTA, SOUTH CENTRAL, LE SUEUR",27,80,079,YEAR,SOYBEANS,"80,300","81,000","3,346,500",41.5
2008,"MINNESOTA, SOUTH CENTRAL, MARTIN",27,80,091,YEAR,SOYBEANS,"169,300","171,000","7,725,900",45.5
2008,"MINNESOTA, SOUTH CENTRAL, NICOLLET",27,80,103,YEAR,SOYBEANS,"81,300","82,000","3,714,200",45.5
2008,"MINNESOTA, SOUTH CENTRAL, RICE",27,80,131,YEAR,SOYBEANS,"62,300","63,000","2,620,200",42
2008,"MINNESOTA, SOUTH CENTRAL, STEELE",27,80,147,YEAR,SOYBEANS,"84,700","85,500","3,502,500",41.5
2008,"MINNESOTA, SOUTH CENTRAL, WASECA",27,80,161,YEAR,SOYBEANS,"90,600","91,500","4,131,900",45.5
2008,"MINNESOTA, SOUTH CENTRAL, WATONWAN",27,80,165,YEAR,SOYBEANS,"103,000","104,000","4,551,100",44
2008,"MINNESOTA, SOUTHEAST, DAKOTA",27,90,037,YEAR,SOYBEANS,"59,200","60,000","2,260,800",38
2008,"MINNESOTA, SOUTHEAST, DODGE",27,90,039,YEAR,SOYBEANS,"85,300","86,000","3,442,100",40.5
2008,"MINNESOTA, SOUTHEAST, FILLMORE",27,90,045,YEAR,SOYBEANS,"91,400","92,000","3,846,400",42
2008,"MINNESOTA, SOUTHEAST, GOODHUE",27,90,049,YEAR,SOYBEANS,"91,700","93,500","3,897,300",42.5
2008,"MINNESOTA, SOUTHEAST, HOUSTON",27,90,055,YEAR,SOYBEANS,"27,900","29,000","1,096,400",39.5
2008,"MINNESOTA, SOUTHEAST, MOWER",27,90,099,YEAR,SOYBEANS,"160,500","161,500","6,564,600",41
2008,"MINNESOTA, SOUTHEAST, OLMSTED",27,90,109,YEAR,SOYBEANS,"75,500","76,000","3,186,000",42
2008,"MINNESOTA, SOUTHEAST, WABASHA",27,90,157,YEAR,SOYBEANS,"39,200","39,500","1,820,200",46.5
2008,"MINNESOTA, SOUTHEAST, WINONA",27,90,169,YEAR,SOYBEANS,"29,300","29,500","1,207,200",41
2008,"MINNESOTA, SOUTHWEST, COTTONWOOD",27,70,033,YEAR,SOYBEANS,"154,600","156,000","6,615,100",43
2008,"MINNESOTA, SOUTHWEST, JACKSON",27,70,063,YEAR,SOYBEANS,"165,300","167,000","7,050,500",42.5
2008,"MINNESOTA, SOUTHWEST, LINCOLN",27,70,081,YEAR,SOYBEANS,"90,100","90,900","3,138,600",35
2008,"MINNESOTA, SOUTHWEST, LYON",27,70,083,YEAR,SOYBEANS,"156,600","158,000","5,805,900",37
2008,"MINNESOTA, SOUTHWEST, MURRAY",27,70,101,YEAR,SOYBEANS,"165,500","167,000","7,044,900",42.5
2008,"MINNESOTA, SOUTHWEST, NOBLES",27,70,105,YEAR,SOYBEANS,"174,400","176,000","7,212,300",41.5
2008,"MINNESOTA, SOUTHWEST, PIPESTONE",27,70,117,YEAR,SOYBEANS,"86,400","87,100","3,292,900",38
2008,"MINNESOTA, SOUTHWEST, REDWOOD",27,70,127,YEAR,SOYBEANS,"212,000","214,000","9,004,800",42.5
2008,"MINNESOTA, SOUTHWEST, ROCK",27,70,133,YEAR,SOYBEANS,"111,100","112,000","5,222,000",47
2008,"MINNESOTA, WEST CENTRAL, BIG STONE",27,40,011,YEAR,SOYBEANS,"108,500","109,500","3,904,500",36
2008,"MINNESOTA, WEST CENTRAL, CHIPPEWA",27,40,023,YEAR,SOYBEANS,"99,700","100,500","3,713,300",37
2008,"MINNESOTA, WEST CENTRAL, DOUGLAS",27,40,041,YEAR,SOYBEANS,"63,900","64,500","2,381,700",37.5
2008,"MINNESOTA, WEST CENTRAL, GRANT",27,40,051,YEAR,SOYBEANS,"105,600","106,500","3,759,400",35.5
2008,"MINNESOTA, WEST CENTRAL, LAC QUI PARLE",27,40,073,YEAR,SOYBEANS,"161,300","163,500","4,921,600",30.5
2008,"MINNESOTA, WEST CENTRAL, OTTER TAIL",27,40,111,YEAR,SOYBEANS,"126,500","128,000","4,140,200",32.5
2008,"MINNESOTA, WEST CENTRAL, POPE",27,40,121,YEAR,SOYBEANS,"76,800","77,500","2,822,900",37
2008,"MINNESOTA, WEST CENTRAL, STEVENS",27,40,149,YEAR,SOYBEANS,"118,400","119,500","4,476,500",38
2008,"MINNESOTA, WEST CENTRAL, SWIFT",27,40,151,YEAR,SOYBEANS,"127,000","128,000","4,945,200",39
2008,"MINNESOTA, WEST CENTRAL, TRAVERSE",27,40,155,YEAR,SOYBEANS,"143,700","145,000","4,412,500",30.5
2008,"MINNESOTA, WEST CENTRAL, WILKIN",27,40,167,YEAR,SOYBEANS,"144,000","145,500","4,576,800",32
2008,"MINNESOTA, WEST CENTRAL, YELLOW MEDICINE",27,40,173,YEAR,SOYBEANS,"166,600","168,000","5,913,400",35.5
2009,"MINNESOTA, CENTRAL, BENTON",27,50,009,YEAR,SOYBEANS,"29,200","29,500","1,108,000",38
2009,"MINNESOTA, CENTRAL, CARVER",27,50,019,YEAR,SOYBEANS,"38,200","38,600","1,769,000",46.5
2009,"MINNESOTA, CENTRAL, KANDIYOHI",27,50,067,YEAR,SOYBEANS,"107,900","109,000","4,766,000",44
2009,"MINNESOTA, CENTRAL, MCLEOD",27,50,085,YEAR,SOYBEANS,"86,000","87,000","3,760,000",43.5
2009,"MINNESOTA, CENTRAL, MEEKER",27,50,093,YEAR,SOYBEANS,"103,600","104,500","4,383,000",42.5
2009,"MINNESOTA, CENTRAL, MORRISON",27,50,097,YEAR,SOYBEANS,"22,100","22,300","813,000",37
2009,"MINNESOTA, CENTRAL, RENVILLE",27,50,129,YEAR,SOYBEANS,"189,700","191,500","8,686,000",46
2009,"MINNESOTA, CENTRAL, SCOTT",27,50,139,YEAR,SOYBEANS,"30,000","30,300","1,399,000",46.5
2009,"MINNESOTA, CENTRAL, SHERBURNE",27,50,141,YEAR,SOYBEANS,"15,800","16,000","562,000",35.5
2009,"MINNESOTA, CENTRAL, SIBLEY",27,50,143,YEAR,SOYBEANS,"113,800","115,000","5,221,000",46
2009,"MINNESOTA, CENTRAL, STEARNS",27,50,145,YEAR,SOYBEANS,"92,000","93,000","3,909,000",42.5
2009,"MINNESOTA, CENTRAL, TODD",27,50,153,YEAR,SOYBEANS,"35,600","36,200","1,150,000",32.5
2009,"MINNESOTA, CENTRAL, WADENA",27,50,159,YEAR,SOYBEANS,"6,800","7,100","247,000",36.5
2009,"MINNESOTA, CENTRAL, WRIGHT",27,50,171,YEAR,SOYBEANS,"71,300","72,000","3,127,000",44
2009,"MINNESOTA, EAST CENTRAL, CHISAGO",27,60,025,YEAR,SOYBEANS,"22,900","23,300","634,000",27.5
2009,"MINNESOTA, EAST CENTRAL, HENNEPIN",27,60,053,YEAR,SOYBEANS,"14,800","14,900","704,000",47.5
2009,"MINNESOTA, EAST CENTRAL, ISANTI",27,60,059,YEAR,SOYBEANS,"26,700","26,900","679,000",25.5
2009,"MINNESOTA, EAST CENTRAL, KANABEC",27,60,065,YEAR,SOYBEANS,"10,600","10,700","324,500",30.5
2009,"MINNESOTA, EAST CENTRAL, MILLE LACS",27,60,095,YEAR,SOYBEANS,"16,400","16,500","611,000",37.5
2009,"MINNESOTA, EAST CENTRAL, OTHER (COMBINED) COUNTIES",27,60,"   ",YEAR,SOYBEANS,"9,700","10,800","322,500",33
